LECROYHDO6054,4546,Waveform
Segments,1,SegmentSize,20002
Segment,TrigTime,TimeSinceSegment1
#1,21-Nov-2019 16:36:16,0                 
Time,Ampl
-9.9293581,0.00646389
-9.9283581,0.00603333
-9.9273581,0.00566667
-9.9263581,0.00566111
-9.9253581,0.00600278
-9.9243581,0.00653889
-9.9233581,0.00676111
-9.9223581,0.00666389
-9.9213581,0.00613889
-9.9203581,0.00559167
-9.9193581,0.00496667
-9.9183581,0.00458056
-9.9173581,0.00437222
-9.9163581,0.00452222
-9.9153581,0.004625
-9.9143581,0.00491389
-9.9133581,0.00523889
-9.9123581,0.00585556
-9.9113581,0.00644722
-9.9103581,0.00711111
-9.9093581,0.00754167
-9.9083581,0.00781111
-9.9073581,0.00776944
-9.9063581,0.007675
-9.9053581,0.00756111
-9.9043581,0.00765556
-9.9033581,0.007875
-9.9023581,0.00811389
-9.9013581,0.00805278
-9.9003581,0.00769167
-9.8993581,0.00704722
-9.8983581,0.00643333
-9.8973581,0.00587778
-9.8963581,0.00564444
-9.8953581,0.00572222
-9.8943581,0.00618056
-9.8933581,0.00685278
-9.8923581,0.00756111
-9.8913581,0.00806667
-9.8903581,0.00815
-9.8893581,0.00774444
-9.8883581,0.00696944
-9.8873581,0.00633333
-9.8863581,0.00606944
-9.8853581,0.006375
-9.8843581,0.00692222
-9.8833581,0.00760278
-9.8823581,0.00797778
-9.8813581,0.00806944
-9.8803581,0.00775556
-9.8793581,0.00733333
-9.8783581,0.00660556
-9.8773581,0.00583333
-9.8763581,0.00484167
-9.8753581,0.00391111
-9.8743581,0.00308611
-9.8733581,0.0026
-9.8723581,0.00230833
-9.8713581,0.00245278
-9.8703581,0.00289722
-9.8693581,0.00345556
-9.8683581,0.00390556
-9.8673581,0.004425
-9.8663581,0.00485833
-9.8653581,0.00533611
-9.8643581,0.00595
-9.8633581,0.00692222
-9.8623581,0.00802778
-9.8613581,0.00924167
-9.8603581,0.0102139
-9.8593581,0.0107917
-9.8583581,0.0108222
-9.8573581,0.0105639
-9.8563581,0.00995833
-9.8553581,0.00913611
-9.8543581,0.00827778
-9.8533581,0.00743611
-9.8523581,0.00647778
-9.8513581,0.00549722
-9.8503581,0.00471111
-9.8493581,0.00412222
-9.8483581,0.00382778
-9.8473581,0.00378889
-9.8463581,0.00415
-9.8453581,0.00491111
-9.8443581,0.00604722
-9.8433581,0.00745278
-9.8423581,0.00875556
-9.8413581,0.00977222
-9.8403581,0.0102194
-9.8393581,0.0102722
-9.8383581,0.00989444
-9.8373581,0.0096
-9.8363581,0.0093
-9.8353581,0.00906944
-9.8343581,0.00868611
-9.8333581,0.00823889
-9.8323581,0.00763611
-9.8313581,0.00693611
-9.8303581,0.00624167
-9.8293581,0.00553889
-9.8283581,0.004775
-9.8273581,0.00420278
-9.8263581,0.00396944
-9.8253581,0.00413333
-9.8243581,0.00461389
-9.8233581,0.00548889
-9.8223581,0.00600556
-9.8213581,0.00614722
-9.8203581,0.00576389
-9.8193581,0.00533611
-9.8183581,0.00477778
-9.8173581,0.00468333
-9.8163581,0.00481944
-9.8153581,0.00511389
-9.8143581,0.00511111
-9.8133581,0.00496944
-9.8123581,0.00469167
-9.8113581,0.00448333
-9.8103581,0.00461944
-9.8093581,0.00512222
-9.8083581,0.00595556
-9.8073581,0.00677222
-9.8063581,0.00756389
-9.8053581,0.00806667
-9.8043581,0.00855
-9.8033581,0.00880833
-9.8023581,0.00914722
-9.8013581,0.00949444
-9.8003581,0.0100444
-9.7993581,0.0104528
-9.7983581,0.010825
-9.7973581,0.0109556
-9.7963581,0.0108528
-9.7953581,0.0104417
-9.7943581,0.00985555
-9.7933581,0.00911389
-9.7923581,0.00835278
-9.7913581,0.0078
-9.7903581,0.00745
-9.7893581,0.00731944
-9.7883581,0.00730833
-9.7873581,0.00745556
-9.7863581,0.00751111
-9.7853581,0.00755
-9.7843581,0.00765278
-9.7833581,0.00789167
-9.7823581,0.008025
-9.7813581,0.00795
-9.7803581,0.00749444
-9.7793581,0.00664167
-9.7783581,0.00551667
-9.7773581,0.00448611
-9.7763581,0.00381389
-9.7753581,0.00366667
-9.7743581,0.00396389
-9.7733581,0.004525
-9.7723581,0.00506111
-9.7713581,0.005475
-9.7703581,0.00561667
-9.7693581,0.00570833
-9.7683581,0.00586944
-9.7673581,0.00631944
-9.7663581,0.00672778
-9.7653581,0.00703056
-9.7643581,0.00681944
-9.7633581,0.00635833
-9.7623581,0.005575
-9.7613581,0.00498056
-9.7603581,0.00466389
-9.7593581,0.00494722
-9.7583581,0.00547222
-9.7573581,0.00615278
-9.7563581,0.00675278
-9.7553581,0.00734722
-9.7543581,0.00766944
-9.7533581,0.00766111
-9.7523581,0.00731944
-9.7513581,0.00685
-9.7503581,0.00641111
-9.7493581,0.00621667
-9.7483581,0.00641667
-9.7473581,0.00691944
-9.7463581,0.00754722
-9.7453581,0.00790833
-9.7443581,0.00795
-9.7433581,0.00745278
-9.7423581,0.00670833
-9.7413581,0.00573889
-9.7403581,0.00505
-9.7393581,0.00458056
-9.7383581,0.00456111
-9.7373581,0.00477222
-9.7363581,0.00518333
-9.7353581,0.00535556
-9.7343581,0.00524722
-9.7333581,0.004875
-9.7323581,0.00441667
-9.7313581,0.003875
-9.7303581,0.00353333
-9.7293581,0.00354722
-9.7283581,0.00388056
-9.7273581,0.00416667
-9.7263581,0.00440556
-9.7253581,0.00447778
-9.7243581,0.00443611
-9.7233581,0.00435278
-9.7223581,0.00445833
-9.7213581,0.00463611
-9.7203581,0.00467222
-9.7193581,0.00449444
-9.7183581,0.00418889
-9.7173581,0.00382222
-9.7163581,0.00351389
-9.7153581,0.00339722
-9.7143581,0.00348889
-9.7133581,0.00352222
-9.7123581,0.00348333
-9.7113581,0.00336111
-9.7103581,0.00338611
-9.7093581,0.00345
-9.7083581,0.00368611
-9.7073581,0.00416667
-9.7063581,0.00500833
-9.7053581,0.00599167
-9.7043581,0.00689444
-9.7033581,0.00754722
-9.7023581,0.007725
-9.7013581,0.00740556
-9.7003581,0.00661944
-9.6993581,0.00575833
-9.6983581,0.00489167
-9.6973581,0.00418889
-9.6963581,0.00353611
-9.6953581,0.00315
-9.6943581,0.00292222
-9.6933581,0.00292778
-9.6923581,0.00301667
-9.6913581,0.00312778
-9.6903581,0.00301389
-9.6893581,0.00276111
-9.6883581,0.00260278
-9.6873581,0.00271111
-9.6863581,0.00308056
-9.6853581,0.00376667
-9.6843581,0.00463333
-9.6833581,0.00540278
-9.6823581,0.00586944
-9.6813581,0.0062
-9.6803581,0.00640278
-9.6793581,0.00640278
-9.6783581,0.00613611
-9.6773581,0.00584167
-9.6763581,0.00553889
-9.6753581,0.00524444
-9.6743581,0.00498056
-9.6733581,0.00486667
-9.6723581,0.00478056
-9.6713581,0.00465833
-9.6703581,0.00458889
-9.6693581,0.00471667
-9.6683581,0.005
-9.6673581,0.00530278
-9.6663581,0.00555833
-9.6653581,0.00556389
-9.6643581,0.00541944
-9.6633581,0.00511944
-9.6623581,0.00483056
-9.6613581,0.00455556
-9.6603581,0.00443889
-9.6593581,0.00428333
-9.6583581,0.00402778
-9.6573581,0.00382778
-9.6563581,0.00373611
-9.6553581,0.00373889
-9.6543581,0.00384167
-9.6533581,0.00423889
-9.6523581,0.00473611
-9.6513581,0.00517778
-9.6503581,0.00549444
-9.6493581,0.00556667
-9.6483581,0.00530833
-9.6473581,0.004875
-9.6463581,0.00474167
-9.6453581,0.00492778
-9.6443581,0.00565278
-9.6433581,0.00667222
-9.6423581,0.00772778
-9.6413581,0.00823611
-9.6403581,0.00814444
-9.6393581,0.00738333
-9.6383581,0.00631389
-9.6373581,0.00516389
-9.6363581,0.00431111
-9.6353581,0.00376111
-9.6343581,0.0035
-9.6333581,0.00330556
-9.6323581,0.00304444
-9.6313581,0.00273056
-9.6303581,0.00254722
-9.6293581,0.00264444
-9.6283581,0.00296667
-9.6273581,0.00356111
-9.6263581,0.00420833
-9.6253581,0.00476667
-9.6243581,0.00506667
-9.6233581,0.00524444
-9.6223581,0.00505278
-9.6213581,0.00448611
-9.6203581,0.00352222
-9.6193581,0.00245833
-9.6183581,0.00146389
-9.6173581,0.00114167
-9.6163581,0.00174722
-9.6153581,0.00326667
-9.6143581,0.00507778
-9.6133581,0.00671667
-9.6123581,0.00767222
-9.6113581,0.0077
-9.6103581,0.00698889
-9.6093581,0.00615
-9.6083581,0.005575
-9.6073581,0.00538333
-9.6063581,0.005525
-9.6053581,0.00591944
-9.6043581,0.00633333
-9.6033581,0.00666111
-9.6023581,0.00685833
-9.6013581,0.00706389
-9.6003581,0.00705833
-9.5993581,0.00672222
-9.5983581,0.00606389
-9.5973581,0.00530278
-9.5963581,0.00466389
-9.5953581,0.00446667
-9.5943581,0.00498889
-9.5933581,0.00631389
-9.5923581,0.00824722
-9.5913581,0.0102972
-9.5903581,0.0119361
-9.5893581,0.0126611
-9.5883581,0.0121667
-9.5873581,0.010625
-9.5863581,0.00856667
-9.5853581,0.00659167
-9.5843581,0.00515833
-9.5833581,0.00459444
-9.5823581,0.00479167
-9.5813581,0.00526667
-9.5803581,0.00563611
-9.5793581,0.00583889
-9.5783581,0.00571389
-9.5773581,0.005225
-9.5763581,0.00449444
-9.5753581,0.00378333
-9.5743581,0.00309722
-9.5733581,0.00257222
-9.5723581,0.00233889
-9.5713581,0.00257778
-9.5703581,0.00320278
-9.5693581,0.00401667
-9.5683581,0.00475833
-9.5673581,0.00508889
-9.5663581,0.00483611
-9.5653581,0.00399444
-9.5643581,0.003025
-9.5633581,0.00220278
-9.5623581,0.00189444
-9.5613581,0.00225833
-9.5603581,0.00332778
-9.5593581,0.00445278
-9.5583581,0.00531667
-9.5573581,0.00578889
-9.5563581,0.005775
-9.5553581,0.00485833
-9.5543581,0.0035
-9.5533581,0.002125
-9.5523581,0.00112778
-9.5513581,0.000375
-9.5503581,0.000463889
-9.5493581,0.001275
-9.5483581,0.0025
-9.5473581,0.00328611
-9.5463581,0.00373333
-9.5453581,0.00389444
-9.5443581,0.00393056
-9.5433581,0.00407222
-9.5423581,0.00462778
-9.5413581,0.005725
-9.5403581,0.00681111
-9.5393581,0.00743889
-9.5383581,0.00738333
-9.5373581,0.00688333
-9.5363581,0.00623333
-9.5353581,0.00580833
-9.5343581,0.00592222
-9.5333581,0.00655556
-9.5323581,0.00757222
-9.5313581,0.00835278
-9.5303581,0.00874167
-9.5293581,0.00869722
-9.5283581,0.00851944
-9.5273581,0.00812222
-9.5263581,0.00762222
-9.5253581,0.00703611
-9.5243581,0.00654722
-9.5233581,0.00614167
-9.5223581,0.00595833
-9.5213581,0.00613889
-9.5203581,0.00664722
-9.5193581,0.00735278
-9.5183581,0.00781111
-9.5173581,0.00801111
-9.5163581,0.00784444
-9.5153581,0.00755556
-9.5143581,0.00688333
-9.5133581,0.00619167
-9.5123581,0.005425
-9.5113581,0.00484167
-9.5103581,0.00412778
-9.5093581,0.00343889
-9.5083581,0.00203889
-9.5073581,6.11111e-005
-9.5063581,-0.00245278
-9.5053581,-0.00457778
-9.5043581,-0.006175
-9.5033581,-0.00610278
-9.5023581,-0.00463056
-9.5013581,-0.00211111
-9.5003581,0.000113889
-9.4993581,0.0018
-9.4983581,0.00256389
-9.4973581,0.00265278
-9.4963581,0.00258611
-9.4953581,0.00283889
-9.4943581,0.00364167
-9.4933581,0.00465
-9.4923581,0.00588611
-9.4913581,0.00670556
-9.4903581,0.00718056
-9.4893581,0.00722222
-9.4883581,0.00714167
-9.4873581,0.00690556
-9.4863581,0.00668333
-9.4853581,0.00647222
-9.4843581,0.00623611
-9.4833581,0.00597778
-9.4823581,0.005475
-9.4813581,0.00486111
-9.4803581,0.00416389
-9.4793581,0.00363889
-9.4783581,0.003425
-9.4773581,0.00371667
-9.4763581,0.00461389
-9.4753581,0.00586944
-9.4743581,0.0071
-9.4733581,0.00783889
-9.4723581,0.00811111
-9.4713581,0.00781389
-9.4703581,0.0073
-9.4693581,0.00679722
-9.4683581,0.00649722
-9.4673581,0.00609167
-9.4663581,0.0055
-9.4653581,0.00460556
-9.4643581,0.00360556
-9.4633581,0.00261111
-9.4623581,0.00209444
-9.4613581,0.00210278
-9.4603581,0.00277778
-9.4593581,0.00373611
-9.4583581,0.00489722
-9.4573581,0.00575833
-9.4563581,0.00636667
-9.4553581,0.00645
-9.4543581,0.00610833
-9.4533581,0.00550278
-9.4523581,0.00494167
-9.4513581,0.00466667
-9.4503581,0.00474167
-9.4493581,0.00530556
-9.4483581,0.00595833
-9.4473581,0.00668056
-9.4463581,0.007
-9.4453581,0.00702222
-9.4443581,0.00651389
-9.4433581,0.00610278
-9.4423581,0.00581944
-9.4413581,0.00594444
-9.4403581,0.00636667
-9.4393581,0.00716667
-9.4383581,0.00775278
-9.4373581,0.00795
-9.4363581,0.00768056
-9.4353581,0.00710556
-9.4343581,0.00631389
-9.4333581,0.00554444
-9.4323581,0.00501667
-9.4313581,0.00472778
-9.4303581,0.00460556
-9.4293581,0.00453611
-9.4283581,0.00444444
-9.4273581,0.00428333
-9.4263581,0.00400278
-9.4253581,0.00376667
-9.4243581,0.00365556
-9.4233581,0.00405556
-9.4223581,0.00478889
-9.4213581,0.00593056
-9.4203581,0.00693889
-9.4193581,0.00776389
-9.4183581,0.00783333
-9.4173581,0.00742778
-9.4163581,0.00656944
-9.4153581,0.00579444
-9.4143581,0.00474444
-9.4133581,0.00370278
-9.4123581,0.00266667
-9.4113581,0.00204444
-9.4103581,0.00164444
-9.4093581,0.00209444
-9.4083581,0.00323056
-9.4073581,0.00467222
-9.4063581,0.00572222
-9.4053581,0.00658889
-9.4043581,0.00711389
-9.4033581,0.00736944
-9.4023581,0.00747778
-9.4013581,0.00754444
-9.4003581,0.00710556
-9.3993581,0.00611944
-9.3983581,0.00483056
-9.3973581,0.00365556
-9.3963581,0.0028
-9.3953581,0.00280833
-9.3943581,0.00353889
-9.3933581,0.00465278
-9.3923581,0.00563333
-9.3913581,0.00633889
-9.3903581,0.00653333
-9.3893581,0.00634722
-9.3883581,0.00609167
-9.3873581,0.00611389
-9.3863581,0.00641389
-9.3853581,0.00680833
-9.3843581,0.00706389
-9.3833581,0.006975
-9.3823581,0.00634167
-9.3813581,0.00544167
-9.3803581,0.00453056
-9.3793581,0.004175
-9.3783581,0.0045
-9.3773581,0.00560833
-9.3763581,0.00703333
-9.3753581,0.00845278
-9.3743581,0.00933056
-9.3733581,0.00949444
-9.3723581,0.00893056
-9.3713581,0.00808611
-9.3703581,0.00733333
-9.3693581,0.00677778
-9.3683581,0.00648056
-9.3673581,0.00636111
-9.3663581,0.006325
-9.3653581,0.00620556
-9.3643581,0.00610833
-9.3633581,0.00604722
-9.3623581,0.00597778
-9.3613581,0.00564444
-9.3603581,0.00505556
-9.3593581,0.00428889
-9.3583581,0.00354167
-9.3573581,0.00296667
-9.3563581,0.00284444
-9.3553581,0.00327222
-9.3543581,0.004075
-9.3533581,0.00483333
-9.3523581,0.00555
-9.3513581,0.00611389
-9.3503581,0.00656111
-9.3493581,0.00686389
-9.3483581,0.00733333
-9.3473581,0.007825
-9.3463581,0.00817222
-9.3453581,0.00816389
-9.3443581,0.00787778
-9.3433581,0.00734722
-9.3423581,0.00687778
-9.3413581,0.00685
-9.3403581,0.00753889
-9.3393581,0.00871944
-9.3383581,0.0100972
-9.3373581,0.0111417
-9.3363581,0.0117694
-9.3353581,0.01155
-9.3343581,0.0107972
-9.3333581,0.0103139
-9.3323581,0.0106278
-9.3313581,0.0115222
-9.3303581,0.0127556
-9.3293581,0.0142833
-9.3283581,0.0150167
-9.3273581,0.0144556
-9.3263581,0.0129361
-9.3253581,0.0113972
-9.3243581,0.00961111
-9.3233581,0.00774722
-9.3223581,0.006325
-9.3213581,0.00508056
-9.3203581,0.00366944
-9.3193581,0.00257778
-9.3183581,0.0024
-9.3173581,0.00293333
-9.3163581,0.00385833
-9.3153581,0.00519444
-9.3143581,0.00645556
-9.3133581,0.00750278
-9.3123581,0.00803056
-9.3113581,0.00842778
-9.3103581,0.00814444
-9.3093581,0.00754167
-9.3083581,0.00648056
-9.3073581,0.00548889
-9.3063581,0.00455278
-9.3053581,0.00416667
-9.3043581,0.00418889
-9.3033581,0.00448056
-9.3023581,0.00479444
-9.3013581,0.00504167
-9.3003581,0.00515278
-9.2993581,0.00509722
-9.2983581,0.00499722
-9.2973581,0.00484444
-9.2963581,0.00460278
-9.2953581,0.00351667
-9.2943581,0.00166944
-9.2933581,-0.000863889
-9.2923581,-0.00320278
-9.2913581,-0.00511944
-9.2903581,-0.00503611
-9.2893581,-0.00303611
-9.2883581,0.000552778
-9.2873581,0.00386667
-9.2863581,0.00673056
-9.2853581,0.00831111
-9.2843581,0.00859722
-9.2833581,0.00786667
-9.2823581,0.00733611
-9.2813581,0.00697222
-9.2803581,0.00670278
-9.2793581,0.00660833
-9.2783581,0.00685556
-9.2773581,0.00717778
-9.2763581,0.00755833
-9.2753581,0.00808889
-9.2743581,0.00861111
-9.2733581,0.00863611
-9.2723581,0.00818333
-9.2713581,0.00732778
-9.2703581,0.00621667
-9.2693581,0.00491944
-9.2683581,0.00392222
-9.2673581,0.00327778
-9.2663581,0.00303056
-9.2653581,0.00313056
-9.2643581,0.00357222
-9.2633581,0.00416111
-9.2623581,0.00462222
-9.2613581,0.00499444
-9.2603581,0.00503611
-9.2593581,0.00470278
-9.2583581,0.00398889
-9.2573581,0.004075
-9.2563581,0.00502778
-9.2553581,0.00701111
-9.2543581,0.00948889
-9.2533581,0.0124778
-9.2523581,0.0142611
-9.2513581,0.0144833
-9.2503581,0.0127306
-9.2493581,0.0104
-9.2483581,0.00786667
-9.2473581,0.00631389
-9.2463581,0.005925
-9.2453581,0.00695
-9.2443581,0.00841667
-9.2433581,0.009575
-9.2423581,0.00970278
-9.2413581,0.00870278
-9.2403581,0.00719444
-9.2393581,0.0053
-9.2383581,0.00351111
-9.2373581,0.00200278
-9.2363581,0.0012
-9.2353581,0.000591667
-9.2343581,0.000405556
-9.2333581,0.000519444
-9.2323581,0.00131389
-9.2313581,0.00231667
-9.2303581,0.00349722
-9.2293581,0.00461389
-9.2283581,0.00553889
-9.2273581,0.00583333
-9.2263581,0.00571111
-9.2253581,0.00523056
-9.2243581,0.00469167
-9.2233581,0.00428611
-9.2223581,0.00434444
-9.2213581,0.00467222
-9.2203581,0.00513056
-9.2193581,0.00542222
-9.2183581,0.00544167
-9.2173581,0.00498333
-9.2163581,0.00433333
-9.2153581,0.00366944
-9.2143581,0.00319167
-9.2133581,0.00293889
-9.2123581,0.00272222
-9.2113581,0.00253056
-9.2103581,0.00232778
-9.2093581,0.00235833
-9.2083581,0.00230278
-9.2073581,0.00270278
-9.2063581,0.00329722
-9.2053581,0.00421111
-9.2043581,0.00467222
-9.2033581,0.00505278
-9.2023581,0.00511389
-9.2013581,0.00498611
-9.2003581,0.00447778
-9.1993581,0.00401111
-9.1983581,0.003675
-9.1973581,0.00353611
-9.1963581,0.00365
-9.1953581,0.00381111
-9.1943581,0.0038
-9.1933581,0.00339444
-9.1923581,0.0027
-9.1913581,0.00190556
-9.1903581,0.00149444
-9.1893581,0.00188611
-9.1883581,0.00308333
-9.1873581,0.00478611
-9.1863581,0.00644722
-9.1853581,0.00797222
-9.1843581,0.009125
-9.1833581,0.00999722
-9.1823581,0.0104222
-9.1813581,0.0107528
-9.1803581,0.0106278
-9.1793581,0.0101583
-9.1783581,0.00925556
-9.1773581,0.00846111
-9.1763581,0.00778333
-9.1753581,0.007425
-9.1743581,0.00720278
-9.1733581,0.00719167
-9.1723581,0.00703889
-9.1713581,0.00675833
-9.1703581,0.00635278
-9.1693581,0.00603056
-9.1683581,0.00573611
-9.1673581,0.00569167
-9.1663581,0.00585
-9.1653581,0.00640278
-9.1643581,0.00713333
-9.1633581,0.00796667
-9.1623581,0.00853889
-9.1613581,0.00874444
-9.1603581,0.00833611
-9.1593581,0.00748333
-9.1583581,0.00654444
-9.1573581,0.00604722
-9.1563581,0.00611944
-9.1553581,0.00664167
-9.1543581,0.00739444
-9.1533581,0.00811111
-9.1523581,0.00833056
-9.1513581,0.00806944
-9.1503581,0.00753333
-9.1493581,0.00699167
-9.1483581,0.00628889
-9.1473581,0.00553056
-9.1463581,0.00469444
-9.1453581,0.00390556
-9.1443581,0.00311944
-9.1433581,0.00265556
-9.1423581,0.00265
-9.1413581,0.00310278
-9.1403581,0.00378056
-9.1393581,0.00461667
-9.1383581,0.00563333
-9.1373581,0.00676944
-9.1363581,0.00788333
-9.1353581,0.00891389
-9.1343581,0.00989167
-9.1333581,0.0103583
-9.1323581,0.0102472
-9.1313581,0.00966944
-9.1303581,0.00905556
-9.1293581,0.00838333
-9.1283581,0.00810833
-9.1273581,0.00828611
-9.1263581,0.00888611
-9.1253581,0.00935556
-9.1243581,0.00958056
-9.1233581,0.00916667
-9.1223581,0.00831111
-9.1213581,0.00726667
-9.1203581,0.00641389
-9.1193581,0.00607222
-9.1183581,0.00648333
-9.1173581,0.00745
-9.1163581,0.00839444
-9.1153581,0.00919444
-9.1143581,0.00971111
-9.1133581,0.0100167
-9.1123581,0.00992222
-9.1113581,0.00982778
-9.1103581,0.00970556
-9.1093581,0.00945556
-9.1083581,0.00912222
-9.1073581,0.00902778
-9.1063581,0.00923611
-9.1053581,0.00964722
-9.1043581,0.01015
-9.1033581,0.0104944
-9.1023581,0.010525
-9.1013581,0.0100833
-9.1003581,0.00933889
-9.0993581,0.00856389
-9.0983581,0.00761944
-9.0973581,0.00654722
-9.0963581,0.00525556
-9.0953581,0.00416944
-9.0943581,0.00336944
-9.0933581,0.00343611
-9.0923581,0.00437778
-9.0913581,0.00615278
-9.0903581,0.007825
-9.0893581,0.00894444
-9.0883581,0.00914167
-9.0873581,0.00845556
-9.0863581,0.00714167
-9.0853581,0.00589444
-9.0843581,0.00509444
-9.0833581,0.00479722
-9.0823581,0.00476111
-9.0813581,0.004975
-9.0803581,0.00509167
-9.0793581,0.00505
-9.0783581,0.00468889
-9.0773581,0.00427222
-9.0763581,0.00364167
-9.0753581,0.00317778
-9.0743581,0.00294167
-9.0733581,0.00314722
-9.0723581,0.003625
-9.0713581,0.00442778
-9.0703581,0.00511389
-9.0693581,0.00558611
-9.0683581,0.00572222
-9.0673581,0.00581111
-9.0663581,0.00579444
-9.0653581,0.005975
-9.0643581,0.00626389
-9.0633581,0.00680556
-9.0623581,0.0072
-9.0613581,0.00765833
-9.0603581,0.00807778
-9.0593581,0.00853056
-9.0583581,0.00883333
-9.0573581,0.00926111
-9.0563581,0.00979167
-9.0553581,0.0102472
-9.0543581,0.0103556
-9.0533581,0.0100833
-9.0523581,0.00946111
-9.0513581,0.00851389
-9.0503581,0.00742778
-9.0493581,0.00666111
-9.0483581,0.00628611
-9.0473581,0.00631667
-9.0463581,0.0063
-9.0453581,0.00628333
-9.0443581,0.00594444
-9.0433581,0.00551667
-9.0423581,0.00478056
-9.0413581,0.00418056
-9.0403581,0.00413333
-9.0393581,0.00495
-9.0383581,0.00643889
-9.0373581,0.00826944
-9.0363581,0.0101278
-9.0353581,0.0111889
-9.0343581,0.0111806
-9.0333581,0.0100722
-9.0323581,0.00858611
-9.0313581,0.00720556
-9.0303581,0.00638889
-9.0293581,0.00630833
-9.0283581,0.00686111
-9.0273581,0.007775
-9.0263581,0.00846389
-9.0253581,0.00867778
-9.0243581,0.00820833
-9.0233581,0.00736111
-9.0223581,0.00631944
-9.0213581,0.005525
-9.0203581,0.00518056
-9.0193581,0.00545
-9.0183581,0.00612778
-9.0173581,0.00691389
-9.0163581,0.00736389
-9.0153581,0.00741389
-9.0143581,0.00703056
-9.0133581,0.00632222
-9.0123581,0.00542222
-9.0113581,0.00520278
-9.0103581,0.00567222
-9.0093581,0.00681944
-9.0083581,0.00799167
-9.0073581,0.00915
-9.0063581,0.00932778
-9.0053581,0.00871667
-9.0043581,0.00728056
-9.0033581,0.00591667
-9.0023581,0.00462222
-9.0013581,0.00395833
-9.0003581,0.00369444
-8.9993581,0.0039
-8.9983581,0.00428611
-8.9973581,0.00494167
-8.9963581,0.00557778
-8.9953581,0.00625833
-8.9943581,0.00703611
-8.9933581,0.007725
-8.9923581,0.00808611
-8.9913581,0.00819722
-8.9903581,0.00813611
-8.9893581,0.00770278
-8.9883581,0.00714444
-8.9873581,0.00662222
-8.9863581,0.00613889
-8.9853581,0.00547778
-8.9843581,0.00499444
-8.9833581,0.0047
-8.9823581,0.00460278
-8.9813581,0.00462222
-8.9803581,0.00484167
-8.9793581,0.00486111
-8.9783581,0.00458611
-8.9773581,0.00416667
-8.9763581,0.00395833
-8.9753581,0.00396667
-8.9743581,0.00431944
-8.9733581,0.00483889
-8.9723581,0.00523333
-8.9713581,0.00526944
-8.9703581,0.00497222
-8.9693581,0.00445833
-8.9683581,0.00401111
-8.9673581,0.00388611
-8.9663581,0.00396944
-8.9653581,0.00421389
-8.9643581,0.00458333
-8.9633581,0.00503889
-8.9623581,0.00538333
-8.9613581,0.00561111
-8.9603581,0.00590278
-8.9593581,0.00613056
-8.9583581,0.00619444
-8.9573581,0.00603333
-8.9563581,0.00588056
-8.9553581,0.00556389
-8.9543581,0.00521944
-8.9533581,0.00478611
-8.9523581,0.00453333
-8.9513581,0.00435833
-8.9503581,0.00433333
-8.9493581,0.00435556
-8.9483581,0.00448056
-8.9473581,0.00456944
-8.9463581,0.00451667
-8.9453581,0.00431111
-8.9443581,0.004075
-8.9433581,0.00402222
-8.9423581,0.00416667
-8.9413581,0.00451944
-8.9403581,0.00496944
-8.9393581,0.00544444
-8.9383581,0.00563889
-8.9373581,0.00556667
-8.9363581,0.00552778
-8.9353581,0.00581111
-8.9343581,0.00630556
-8.9333581,0.00711389
-8.9323581,0.00811111
-8.9313581,0.00898056
-8.9303581,0.00930556
