-10.000026,-0.000302778
-9.9990262,-6.11111e-005
-9.9980262,0.000577778
-9.9970262,0.00123889
-9.9960262,0.00183889
-9.9950262,0.00221944
-9.9940262,0.00235833
-9.9930262,0.00229167
-9.9920262,0.00224444
-9.9910262,0.00211667
-9.9900262,0.00179167
-9.9890262,0.00131111
-9.9880262,0.000655556
-9.9870262,-8.05556e-005
-9.9860262,-0.000747222
-9.9850262,-0.00109722
-9.9840262,-0.00124444
-9.9830262,-0.00110833
-9.9820262,-0.000858333
-9.9810262,-0.000563889
-9.9800262,-0.000402778
-9.9790262,-0.000275
-9.9780262,-0.000288889
-9.9770262,-0.000302778
-9.9760262,-0.000361111
-9.9750262,-0.000375
-9.9740262,-0.000575
-9.9730262,-0.000766667
-9.9720262,-0.00103056
-9.9710262,-0.00125556
-9.9700262,-0.00140278
-9.9690262,-0.00116111
-9.9680262,-0.000833333
-9.9670262,-0.000502778
-9.9660262,-0.000363889
-9.9650262,-0.000341667
-9.9640262,-0.000716667
-9.9630262,-0.00113333
-9.9620262,-0.00147778
-9.9610262,-0.00146389
-9.9600262,-0.00114722
-9.9590262,-0.000397222
-9.9580262,0.000483333
-9.9570262,0.00124444
-9.9560262,0.0017
-9.9550262,0.00163889
-9.9540262,0.00118889
-9.9530262,0.00045
-9.9520262,-9.44444e-005
-9.9510262,-0.000472222
-9.9500262,-0.000486111
-9.9490262,-0.000375
-9.9480262,-0.000177778
-9.9470262,-0.000252778
-9.9460262,-0.000413889
-9.9450262,-0.000691667
-9.9440262,-0.000897222
-9.9430262,-0.000952778
-9.9420262,-0.000725
-9.9410262,-0.000427778
-9.9400262,-0.000183333
-9.9390262,1.66667e-005
-9.9380262,0.000130556
-9.9370262,6.66667e-005
-9.9360262,-0.000238889
-9.9350262,-0.000566667
-9.9340262,-0.00101111
-9.9330262,-0.00135833
-9.9320262,-0.00156944
-9.9310262,-0.00136667
-9.9300262,-0.00105556
-9.9290262,-0.000683333
-9.9280262,-0.000594444
-9.9270262,-0.000727778
-9.9260262,-0.00122778
-9.9250262,-0.00168056
-9.9240262,-0.00211111
-9.9230262,-0.00221944
-9.9220262,-0.00206111
-9.9210262,-0.00152778
-9.9200262,-0.000977778
-9.9190262,-0.000322222
-9.9180262,0.0002
-9.9170262,0.000555556
-9.9160262,0.000552778
-9.9150262,0.000383333
-9.9140262,9.72222e-005
-9.9130262,-0.00025
-9.9120262,-0.000641667
-9.9110262,-0.000869444
-9.9100262,-0.000902778
-9.9090262,-0.000808333
-9.9080262,-0.000647222
-9.9070262,-0.000363889
-9.9060262,-8.05556e-005
-9.9050262,8.33333e-005
-9.9040262,3.88889e-005
-9.9030262,2.77778e-005
-9.9020262,-0.000102778
-9.9010262,-0.000361111
-9.9000262,-0.000816667
-9.8990262,-0.00122778
-9.8980262,-0.00175
-9.8970262,-0.00223056
-9.8960262,-0.00259167
-9.8950262,-0.00264722
-9.8940262,-0.00247778
-9.8930262,-0.001975
-9.8920262,-0.00119167
-9.8910262,-0.000161111
-9.8900262,0.000905556
-9.8890262,0.00183056
-9.8880262,0.00229444
-9.8870262,0.00237222
-9.8860262,0.00196111
-9.8850262,0.00127222
-9.8840262,0.000391667
-9.8830262,-0.000361111
-9.8820262,-0.00109167
-9.8810262,-0.00176111
-9.8800262,-0.00241111
-9.8790262,-0.00292222
-9.8780262,-0.00325278
-9.8770262,-0.00325278
-9.8760262,-0.002825
-9.8750262,-0.00214722
-9.8740262,-0.00136111
-9.8730262,-0.000677778
-9.8720262,-0.000272222
-9.8710262,-0.000202778
-9.8700262,-0.000397222
-9.8690262,-0.000677778
-9.8680262,-0.00095
-9.8670262,-0.00111667
-9.8660262,-0.00117222
-9.8650262,-0.00112222
-9.8640262,-0.00108333
-9.8630262,-0.00124722
-9.8620262,-0.001625
-9.8610262,-0.00216111
-9.8600262,-0.00253611
-9.8590262,-0.00277222
-9.8580262,-0.00258056
-9.8570262,-0.00221111
-9.8560262,-0.00165833
-9.8550262,-0.00138889
-9.8540262,-0.00125
-9.8530262,-0.00135556
-9.8520262,-0.00138611
-9.8510262,-0.00135278
-9.8500262,-0.000983333
-9.8490262,-0.000488889
-9.8480262,0.000122222
-9.8470262,0.000641667
-9.8460262,0.00102778
-9.8450262,0.001075
-9.8440262,0.000947222
-9.8430262,0.000769444
-9.8420262,0.0007
-9.8410262,0.000680556
-9.8400262,0.000758333
-9.8390262,0.000916667
-9.8380262,0.00085
-9.8370262,0.000533333
-9.8360262,1.38889e-005
-9.8350262,-0.000513889
-9.8340262,-0.00117778
-9.8330262,-0.00168333
-9.8320262,-0.00197778
-9.8310262,-0.00196389
-9.8300262,-0.00184167
-9.8290262,-0.00147778
-9.8280262,-0.00108611
-9.8270262,-0.000763889
-9.8260262,-0.000577778
-9.8250262,-0.000416667
-9.8240262,-0.000338889
-9.8230262,-0.000241667
-9.8220262,-0.000183333
-9.8210262,-0.000211111
-9.8200262,-0.000472222
-9.8190262,-0.000891667
-9.8180262,-0.00139444
-9.8170262,-0.00181389
-9.8160262,-0.00201944
-9.8150262,-0.001875
-9.8140262,-0.00150833
-9.8130262,-0.00110556
-9.8120262,-0.000861111
-9.8110262,-0.000802778
-9.8100262,-0.000997222
-9.8090262,-0.00131944
-9.8080262,-0.00162222
-9.8070262,-0.00170556
-9.8060262,-0.00167778
-9.8050262,-0.00159167
-9.8040262,-0.00147778
