LECROYHDO6054,4546,Waveform
Segments,1,SegmentSize,20002
Segment,TrigTime,TimeSinceSegment1
#1,15-Nov-2019 16:21:52,0                 
Time,Ampl
-9.7876491,0.0650194
-9.7866491,0.0645306
-9.7856491,0.0640861
-9.7846491,0.0635139
-9.7836491,0.0632083
-9.7826491,0.0631556
-9.7816491,0.0632667
-9.7806491,0.0633889
-9.7796491,0.0636444
-9.7786491,0.0640722
-9.7776491,0.063125
-9.7766491,0.0599583
-9.7756491,0.0541417
-9.7746491,0.0470528
-9.7736491,0.0397833
-9.7726491,0.03415
-9.7716491,0.0315056
-9.7706491,0.0324139
-9.7696491,0.0354389
-9.7686491,0.0388361
-9.7676491,0.0415944
-9.7666491,0.0433583
-9.7656491,0.0440361
-9.7646491,0.0440306
-9.7636491,0.0439917
-9.7626491,0.0441667
-9.7616491,0.0443722
-9.7606491,0.0446139
-9.7596491,0.0450306
-9.7586491,0.0454917
-9.7576491,0.0459389
-9.7566491,0.0462583
-9.7556491,0.0464833
-9.7546491,0.046475
-9.7536491,0.0464611
-9.7526491,0.0464583
-9.7516491,0.0466222
-9.7506491,0.0468528
-9.7496491,0.0471667
-9.7486491,0.0473139
-9.7476491,0.0472389
-9.7466491,0.046775
-9.7456491,0.0460306
-9.7446491,0.0452056
-9.7436491,0.0446417
-9.7426491,0.0440361
-9.7416491,0.0436389
-9.7406491,0.0432722
-9.7396491,0.0431
-9.7386491,0.0425667
-9.7376491,0.0418694
-9.7366491,0.0404778
-9.7356491,0.0385028
-9.7346491,0.0354333
-9.7336491,0.0320306
-9.7326491,0.0290389
-9.7316491,0.0274472
-9.7306491,0.027
-9.7296491,0.0275444
-9.7286491,0.0280889
-9.7276491,0.0283194
-9.7266491,0.0277722
-9.7256491,0.0271139
-9.7246491,0.0267
-9.7236491,0.0270333
-9.7226491,0.0274556
-9.7216491,0.0274722
-9.7206491,0.0264833
-9.7196491,0.0245
-9.7186491,0.0217194
-9.7176491,0.0189472
-9.7166491,0.0168833
-9.7156491,0.0161278
-9.7146491,0.0163111
-9.7136491,0.0173861
-9.7126491,0.0184889
-9.7116491,0.0193222
-9.7106491,0.0195444
-9.7096491,0.0196861
-9.7086491,0.0195139
-9.7076491,0.0193056
-9.7066491,0.0190806
-9.7056491,0.0186556
-9.7046491,0.0180194
-9.7036491,0.0172389
-9.7026491,0.0166278
-9.7016491,0.0164028
-9.7006491,0.01665
-9.6996491,0.0172611
-9.6986491,0.0181833
-9.6976491,0.0195194
-9.6966491,0.0206722
-9.6956491,0.0213917
-9.6946491,0.0212944
-9.6936491,0.0207
-9.6926491,0.0194167
-9.6916491,0.0179278
-9.6906491,0.0166806
-9.6896491,0.0160028
-9.6886491,0.0156972
-9.6876491,0.0159556
-9.6866491,0.0167556
-9.6856491,0.0180694
